Location,Site,Depth,Site_Depth_Date,Region,latitude,longitude,Ascidian_erectsingle,CCA,Cyanobacteria_filamentous,Hydrozoan_arborescent,Hydrozoan_bushy,Hydrozoan_encrusting,Macroalgae_articulated_calcareous,Macroalgae_corticated_foliose,Macroalgae_corticated_macrophyte,Macroalgae_Filamentous_Algae,Octocoral_arborescent,Octocoral_bushy,Octocoral_clustered,Octocoral_digitate,Octocoral_encrusting,Octocoral_fan,Octocoral_lobate,Octocoral_massive,Octocoral_whip,Other.mobile.invertebrates,Scleractinian_arborescent,Scleractinian_bushy,Scleractinian_columnar,Scleractinian_encrusting,Scleractinian_foliose,Scleractinian_massive,Scleractinian_tabular,Sponge_branching,Sponge_encrusting,Sponge_massive,Stable.substrate,Turf_Turf,Unstable.substrate,Zoanthid_encrusting,Zoanthid_massive,max.monthly.SST,min.monthly.SST,PAR
Mudouyu_5m_20210511,Mudouyu,5m,Mudouyu_5m_20210511,Penghu,23.78733,119.60176,0,0.316784617,0,0,4.79594733109554e-05,0.000160528,0.006986553,0.00642483,0.000572448,0,0,0,0,0.015506007,0,0,0.006451534,0,0,0,0.04178511,0.027650403,0,0.071468699,0.01657348,0.002258126,0.080845353,0,3.25308729599326e-05,0,0.003823393,0.319908215,0.082262415,0.000457799,0,29.17194176,18.03724289,36.43605042
Mujiyan_10m_20190801,Mujiyan,10m,Mujiyan_10m_20190801,Lanyu,22.082923,121.5572385,0,0.190557564,0,0.001000654,0.004143481,0.004762071,0.000561416,0.002597391,0.000765669,6.32938815778003e-05,0.006562538,0.057647569,0.034622426,0.002506415,0.003207953,0,0,0,0.001323623,0,7.99310080137321e-06,0.040727979,0.017690286,0.158716323,0.00116471,0.006591529,0.015466787,0,0.000653563,0.002169319,0.017670333,0.417370316,0.010889488,0.000174677,0.000384631,30.17884827,23.69597626,35.10884476
Mujiyan_5m_20220714,Mujiyan,5m,Mujiyan_5m_20220714,Lanyu,22.082923,121.5572385,0,0.206910647,0,0,0.002495583,0.000859933,0.000105625,0,0,0,0,0.002654907,0,0.013877588,0.000521307,0,0.010412349,0,0.000209158,0,0.002683558,0.0203829,0.001041124,0.206440353,0.02390264,0.041712508,0.074939125,0,0.008853862,4.73981017050334e-05,0.032905346,0.320066318,0.022208861,0.00415394,0.002614969,30.17884827,23.69597626,35.10884476
North_Inner_Atoll_5m_20200509,North_Inner_Atoll,5m,North_Inner_Atoll_5m_20200509,Dongsha,20.7065,116.806167,0,0.196252962,0.000183506,0,0.00067943,0.009725718,0.000400372,0.006308453,0,0,0.000140415,0.002966868,0.000541836,0.083548619,0.00336315,0,0.001476829,0.003730695,0,0,0,0.002055504,0.011744753,0.19168708,0.090918965,0.087303718,0.002019984,0.000655059,0.000541952,0.000176142,0.04755349,0.239963439,0.01432441,0.001272005,0.000464647,30.53243065,21.72820854,37.31370544
North_Outer_Atoll_10m_20200510,North_Outer_Atoll,10m,North_Outer_Atoll_10m_20200510,Dongsha,20.779417,116.802383,0,0.127245918,0,0,7.99389904761904e-05,0.001441337,3.12981914810623e-05,0.000984122,0,0,0,0.005704443,0.006079213,0.533002232,0.003477245,0,0.058250099,0.015268093,0,0,0.000431527,0.008038869,0,0.052870572,0.000728033,0.006561304,0.003903743,0,0.00035536,0.00059685,0.016822245,0.131703345,0.026424211,0,0,30.45489693,21.68671608,37.11113739
Outlet_5m_20220407,Outlet,5m,Outlet_5m_20220407,Kenting,21.930777,120.744966,0,0.167210673,0,0,0.038874736,0.004012252,0.003498639,0.000230382,0.001165051,0,0,5.79450761795368e-05,0,0.099874861,0.000471925,0,0.012924008,0,0,0.000426699,0.004300111,0.04454333,0,0.104347645,0.03208522,0.011334138,0.026436666,0.000286031,0,0,0.004559976,0.432670189,0.010447035,0.000242487,0,30.45998764,23.24942207,38.59011841
Pengjia_5m_20210816,Pengjia,5m,Pengjia_5m_20210816,North,25.62307,122.0725,0,0.146984872,0,0,7.96049197076761e-05,0.000113794,1.90895714094819e-05,4.23019047448942e-05,0,0,0,0,0,0.064062069,5.90750380361631e-05,0,0.027731667,0,0,0,0.005577256,0.008024105,0,0.169835378,0.044070466,0.013217523,0.199246457,0,0.00030812,0,0.003005419,0.290185964,0.011956457,0.006770226,0.008710154,29.76141739,19.16381264,32.25244141
Ponpontan_5m_20210511,Ponpontan,5m,Ponpontan_5m_20210511,Penghu,23.67268,119.6388,0,0.18737413,0,0,0,0,0.00714313,0.000461755,3.57127075553743e-05,0,0,0,0,0.003206601,0.000234078,0,0.005317024,0,0,0.000321047,0.179813929,0.005538323,0,0.020815945,0.007388864,0.001939681,0.010408158,0.00030447,0,0,0.001004435,0.485425894,0.083031249,0.00018629,4.92844050913047e-05,29.33598709,18.60025787,36.60305786
Qimei_5m_20210430,Qimei,5m,Qimei_5m_20210430,Penghu,23.19146,119.43095,0,0.173891236,0,0,0,0,0.002473711,0.000447225,0.000510275,0,0,0,0,0.077883992,0,0,0.01235114,0,0,0,0.113555225,0.002737427,0,0.024017271,0.015097189,0.008411077,0.073783629,0,5.4299296815678e-05,0,0.000924242,0.426078581,0.063441054,0.001651755,0.002690672,29.39408875,19.41087723,38.24254608
Qingqingcaoyuan_10m_20190730,Qingqingcaoyuan,10m,Qingqingcaoyuan_10m_20190730,Lanyu,22.008769,121.5676815,0,0.15934068,0,0,0.000407207,0.00083671,0.000191241,0,0,0,0.000321667,0.007206884,0.00023242,0.001702885,0.016177955,0,0.001073639,0,0.000381636,0.001400101,0,0.065034636,0.005988493,0.10427461,0.002209878,0.005813711,0.147939605,0,1.39570762323474e-05,0,0.067866633,0.282525961,0.129059493,0,0,30.19748878,23.75863647,36.0091629
Qingqingcaoyuan_5m_20220712,Qingqingcaoyuan,5m,Qingqingcaoyuan_5m_20220712,Lanyu,22.008769,121.5676815,0,0.335405222,0,0,0.003519523,0.014407412,0.000414421,0,0,0,0,0.000457867,0.000112062,0.008917089,6.22370857142857e-05,0,0.004691537,0,0,0,0.007277311,0.107800733,7.10596e-05,0.097830428,0.009796512,0.024373786,0.020011361,9.42629047619047e-05,0.0009442,0,0.012653611,0.284107571,0.065057102,0.001411936,0.000582757,30.19748878,23.75863647,36.0091629
Qingrendong_5m_20220715,Qingrendong,5m,Qingrendong_5m_20220715,Lanyu,22.065633,121.570883,0,0.201173466,0.000144552,0,0.00128317,0.012079046,9.94237713291477e-05,7.6759122801888e-05,2.77812787941372e-05,0,0,0.00733999,0.000377607,0.007512854,0.002275403,0,0.005393258,0,0.001232348,0,0.000260466,0.05399088,0.002753453,0.26339658,0.002995794,0.010858546,0.035975887,0.000350229,0.003643161,6.93895331945543e-05,0.010597078,0.359527057,0.012062879,0.002994654,0.001508288,30.14136124,23.72258568,35.00486374
Qingwan_5m_20200827,Qingwan,5m,Qingwan_5m_20200827,Penghu,23.533805,119.563485,0,0.06214834,0,0,0.000472861,0.002067896,0,0.003977429,3.78414239097294e-05,0,0,0.003092216,0,0.009947802,0.003713755,0,0.0002129,0.00055328,0,0,0.000174885,0.00642657,0.000171203,0.064464767,0.02462538,0.011901256,0.002592427,0.004652474,0.000855907,4.44821832523132e-05,0.000707011,0.690130308,0.105810517,0.001218493,0,28.87810326,18.69984818,36.06074905
Qingwan_5m_20210508,Qingwan,5m,Qingwan_5m_20210508,Penghu,23.533805,119.563485,0,0.076731963,0,0,4.41128788524702e-05,5.58320355114493e-05,0.000625003,0.001082965,0,0,0,0,0,0.002862965,0,0,0.008193007,0,0,0,0.009742935,0.004477583,0.000262844,0.025457168,0.096666913,0.014199108,0.00301656,0.000843213,0.000340702,0,0.000908956,0.604336521,0.140281417,0.00322083,0.006649403,28.87810326,18.69984818,36.06074905
Qingwan_Inner_Bay_5m_20210507,Qingwan_Inner_Bay,5m,Qingwan_Inner_Bay_5m_20210507,Penghu,23.52964,119.55956,0,0.073768916,0,0,6.12344467015296e-05,0,0.001013403,0.000743732,7.19557335556419e-05,0,0,0,0,0.005721647,0.000118848,0,0.044825569,0,0,6.90983279261212e-05,0.008260114,0.008139074,0,0.05334592,0.222836226,0.013116837,0.000918778,0.0008122,0,0,5.85352840927578e-05,0.522516468,0.043370427,0.000231017,0,28.87810326,18.69984818,36.06074905
Qixingyan_5m_20220412,Qixingyan,5m,Qixingyan_5m_20220412,Kenting,21.759668,120.826478,0,0.175407592,0,0,0.001026127,0.003239963,0,0,7.85499290266747e-05,0,0,0,0,0.013818618,0.000530792,0,0.015808924,0,0,0,0.001236068,0.407408284,0,0.033499456,0.005103124,0.016197982,0.015634005,5.7010076076456e-05,0.001063609,2.34218761436324e-05,0.002916909,0.297907988,0.00661366,0.002169137,0.000258783,30.49918747,23.44789314,39.46483994
Shanfu_10m_20200612,Shanfu,10m,Shanfu_10m_20200612,Xiaoliuqiu,22.3410075,120.361441,0,0.119374421,0.00146877,0,0.000356807,0.007064282,0.006627103,0.001403525,0.000105863,0,0,0.003065638,0,0.007204831,0.000965216,0,0.000715541,0,0,0.005149405,0,0.021781226,0,0.121067833,0.002263593,0.029100336,0.000607048,6.65109733506422e-05,0.001646371,0.000100797,0.022585468,0.535256079,0.111421688,0.000144985,0.000456663,30.60363007,22.28019142,40.31570053
Shanfu_5m_20210902,Shanfu,5m,Shanfu_5m_20210902,North,22.3410075,120.361441,0,0.202984804,0,0,0.000110681,0.001545969,0.003454049,5.92483219719093e-05,0.000665144,0,0,6.91658290862698e-05,0,0.001216262,7.66591540641633e-05,0,0.007421589,0,0.000434415,0.001004354,0.000657155,0.011368292,4.00806664275077e-05,0.063503041,0.011073451,0.047091669,0.002198247,4.50310626247307e-05,0.000473782,1.64266586551486e-05,0.003705328,0.5936353,0.044400296,0.001711679,0.001037879,30.60363007,22.28019142,40.31570053
Shenao_5m_20190626,Shenao,5m,Shenao_5m_20190626,North,25.13501,121.819888,0.000117622,0.513407744,0,0,0,0,0.089843838,0.012611323,0.020931597,0,0,0.000770408,0.000313737,0.00020127,0.001861644,0,0,0,1.08289358310082e-05,0,0,0.001571541,0,0.099064844,0.002902124,0.004023115,0.001273744,0.003541481,0.001008263,0.000348794,0.004339832,0.214335966,0.015948977,0.009557518,0.002013789,29.62391472,19.07783508,29.28829956
Shenao_5m_20210618,Shenao,5m,Shenao_5m_20210618,North,25.13501,121.819888,0,0.184753815,0,0,0,0,0.00847547,0.033488734,0.000868765,0,0,2.2286476393779e-05,0,0.000383139,5.1038285765324e-05,0,0.006672422,0,0,0,0.00010407,0.00656816,0,0.106550688,0.009802671,0.013874554,0.002031428,0.000151638,0,0,0.002546778,0.581757722,0.038187456,0.001838889,0.001870277,29.62391472,19.07783508,29.28829956
Shicheng_10m_20200917,Shicheng,10m,Shicheng_10m_20200917,North,24.979191,121.953349,0,0.264158648,1.19533324000425e-05,0,0,0.019627416,0.009452138,0.00047933,0.003604202,0,0,0.000471294,0.000208281,0.001121992,0.000252864,0,0.000156345,0,0,0,0,0.002664171,0,0.099953161,0.003284512,0.003204493,0.000819068,0.007099448,0.004019517,0.000131808,0.001693055,0.550494752,0.026526536,0.000524412,4.06026201254637e-05,29.41221619,20.06373024,29.9277935
Shicheng_5m_20230811,Shicheng,5m,Shicheng_5m_20230811,Ludao,24.979191,121.953349,0,0.347449535,0,0,0.000302416,0.014912879,0.027683798,0.002396337,0.002240505,0,0,0,0,0.002633902,0.000726856,0,0.002870814,0,0,0.000891127,0.001535463,0.016405429,0,0.118694564,0.008949341,0.007078399,0.007428826,0.000498378,0.003674749,0,0.000997335,0.407794854,0.020890322,0.002488527,0.001455644,29.41221619,20.06373024,29.9277935
Shilang_10m_20170103,Shilang,10m,Shilang_10m_20170103,Ludao,22.64999567,121.4715923,1.98688952579641e-05,0.136175908,2.38085523809524e-05,0,0.000251475,0.000701389,0.000378492,0.000798345,0.000318955,0.000683479,0.000170345,0.110015884,0.24143426,0.005992087,0.020081354,4.73785055120183e-05,0.000149861,0.001288831,0.001850764,9.99287615013182e-05,0.006045996,0.006964227,0.005316097,0.10789624,0.010279531,0.014186097,0.021816402,0,0.001567932,0.00654914,0.014846063,0.239887322,0.044162538,0,0,30.25894165,23.23961067,35.4001236
Shilang_5m_20220628,Shilang,5m,Shilang_5m_20220628,North,22.64999567,121.4715923,0.003076424,0.127631246,0,0,0.011387354,0.003638407,0.000266632,0.000143001,0.000291021,0,0.000122049,0.049415057,0.07549621,0.014040466,0.07146523,0.000427937,0.003212591,0.000599367,0.001435444,0.000130326,0.003949085,0.012994068,0.006118306,0.114559599,0.037907223,0.029709151,0.051893058,0.000528154,0.000938958,0.000844087,0.036259012,0.289772678,0.051134779,0.000218263,0.000394819,30.25894165,23.23961067,35.4001236
Shimendong_5m_20230609,Shimendong,5m,Shimendong_5m_20230609,East,25.300883,121.568967,0,0.534931097,0,0,0,0,0.003913554,0.000323313,0.002594486,0,0,0,0,2.26280300083741e-05,0,0,0.000512484,0,0,0,0,0.000329598,0,0.011789131,0.001431109,0.000922814,0.000216228,0,0.001115806,0,0.00396241,0.381460717,0.056165127,1.04695333333333e-05,0.000299028,30.04746437,17.54115486,30.72304535
Shitiping_10m_20190822,Shitiping,10m,Shitiping_10m_20190822,East,23.48359567,121.5140817,0,0.144478133,0.000453967,0.000170153,0.002921512,0.028844388,0.003089733,0.009424986,0.000588723,0,0,0.006856518,0.000970878,0.162491397,0.00376655,5.50838381503219e-05,0.07443031,0.017530083,0,0.003224597,0.000264567,0.006415742,0.000254128,0.113046709,0.00541526,0.029861147,0.010711757,6.81574856461282e-05,0.001193089,0.000268443,0.016277488,0.263469559,0.092694804,0.000251722,0.000510418,29.5403595,23.28019714,31.81890869
Shitiping_5m_20190822,Shitiping,5m,Shitiping_5m_20190822,East,23.48359567,121.5140817,0,0.17262694,0.000482491,0.00027167,0.001275912,0.071436459,0.002246001,0.011496387,0.000663493,0,0,0.014380023,0.000599721,0.14722879,0.002710833,0,0.005213617,0.004025684,0,0.000737246,0.000183317,0.014880579,0,0.112710988,0.006725697,0.025122054,0.007342837,4.6748482361334e-05,4.01142692408334e-05,1.84369047434679e-05,0.021930459,0.316436958,0.052867437,0.000272644,0.006026464,29.5403595,23.28019714,31.81890869
Shitiping_5m_20210826,Shitiping,5m,Shitiping_5m_20210826,East,23.48359567,121.5140817,0,0.238744418,0,0,0.009203389,0.00167478,0.00157875,0.000255907,0.001566295,0,0,0.008458958,0,0.011444757,0.002072101,0,0.057382155,0,0,0,0.000399241,0.027527187,0.000156773,0.099266039,0.028754926,0.006225073,0.009990265,0.000163136,0.000373599,0,0.000447427,0.44596676,0.037117181,0.006166817,0.005064065,29.5403595,23.28019714,31.81890869
Shiyusan_5m_20190821,Shiyusan,5m,Shiyusan_5m_20190821,East,23.176941,121.403573,0,0.373301846,2.05757142651386e-05,0,0,0.006559729,0.01078247,0.000344356,0.004286955,0,0,0.001242184,0,0.002453546,0.00088793,0,0,0,0,0,0,0.001702522,0,0.068023011,0.000452182,0.001496958,0.000635639,0.000150479,0.004209589,6.23868383061773e-05,0.003293871,0.486090213,0.034003557,0,0,29.73147202,23.11161613,31.11494637
Shiyusan_5m_20210827,Shiyusan,5m,Shiyusan_5m_20210827,Lanyu,23.176941,121.403573,0,0.345483602,0,0,0,0.000143883,0.016227049,0.000646725,0.000437035,0,0,5.07811767657985e-05,0,0.002706721,0.000665246,0,0.017756649,0,0.000197094,8.69823262412003e-05,0.001350032,0.003714164,0,0.037361927,0.005482435,0.000683748,0.003751196,0.000391678,0.001179094,0,0.000604994,0.540510971,0.016526176,0.002756536,0.001285281,29.73147202,23.11161613,31.11494637
Shuangshiyan_10m_20190801,Shuangshiyan,10m,Shuangshiyan_10m_20190801,Lanyu,22.0844695,121.5650225,0,0.107040029,0,0,0.000152514,0.000535528,9.63216396517254e-05,0,8.06865063164802e-06,0,0.004869019,0.052014818,0.019623977,0.002355958,0.002084499,0,0.001054017,0,0.000783653,0,0,0.034633605,0.064274284,0.205253061,0.001077571,0.007103537,0.043074242,0,0.000587108,4.76286059816488e-05,0.025199433,0.41716241,0.009481872,0.001455068,3.17762104938949e-05,30.17884827,23.69597626,35.10884476
Shuangshiyan_5m_20220714,Shuangshiyan,5m,Shuangshiyan_5m_20220714,Kenting,22.0844695,121.5650225,0,0.186228134,0,0,0.003732307,0.013255891,0.000696153,3.22011047619048e-05,0,0,0,0.000837764,0.000494243,0.021776016,6.65116571517994e-05,0,0.009579332,0,0,0,0.002413738,0.020404146,0,0.236733055,0.019269221,0.025882897,0.023661272,0,0.001546944,0,0.029155131,0.372319802,0.027410629,0.001596863,0.002907749,30.17884827,23.69597626,35.10884476
Siangjiaowan_1_5m_20220408,Siangjiaowan_1,5m,Siangjiaowan_1_5m_20220408,Kenting,21.923168,120.831831,0,0.129131144,0,0,0.004082094,0.001488956,0.005904364,0.000543121,4.91277087732212e-05,0,0,0.004987422,6.70188761234573e-05,0.012379166,1.98643428372785e-05,0,0.012512642,0,3.02326666666667e-05,0.000314698,2.11609499957443e-05,0.052809531,6.76619606626673e-05,0.140041633,0.040198999,0.025621055,0.018446098,0,2.07954856726947e-05,0,0.003342013,0.533775707,0.013517433,0.000592372,3.5688001067951e-05,30.37637901,23.28062248,38.28377914
Siangjiaowan_2_5m_20220408,Siangjiaowan_2,5m,Siangjiaowan_2_5m_20220408,Penghu,21.924626,120.829325,0,0.134706494,0,0,0.000229881,0.004842722,0.004066152,0,1.68261847646748e-05,0,0,0.001557771,0,0.007611909,0.000363007,0,0.009427424,0,0,0,0.000920781,0.024426042,0,0.209957065,0.084674444,0.016361077,0.018063376,0,0,0,0.005663599,0.455219844,0.021637153,0.000247178,7.25353450066721e-06,30.37637901,23.28062248,38.33669281
Sijiaoyu_5m_20200826,Sijiaoyu,5m,Sijiaoyu_5m_20200826,Penghu,23.55648,119.54309,0,0.071344343,0,0,0,0.002173912,0,0.001042749,0.000517986,0,0.000106599,0.000849914,0,0.027067589,0.001542006,0,0.000986968,0.00027421,0,0,0.000565502,0.007612832,0.001019975,0.178908922,0.037270824,0.013929295,0.00215118,0.001807746,0.003296055,0,0.000660648,0.532412869,0.111254536,0.002765841,0.000437499,28.93770409,18.61718178,35.45248032
Sijiaoyu_5m_20210507,Sijiaoyu,5m,Sijiaoyu_5m_20210507,Dongsha,23.55648,119.54309,0,0.060977624,0,0,0,0,0.000146252,0.000208254,0,0,0,0,0,0.004406154,7.34238152352774e-06,0,0.022865685,0,0,9.01150018044438e-05,0.011931657,0.006353286,0,0.045234659,0.361059325,0.010072527,0.016527082,0.000649151,0.000243167,0,0.000315561,0.423236629,0.034643415,0.001032116,0,28.93770409,18.61718178,35.45248032
South_Inner_Atoll_5m_20200508,South_Inner_Atoll,5m,South_Inner_Atoll_5m_20200508,Dongsha,20.643933,116.806167,0,0.083612379,0.000133477,0,0,0.002400131,0.00083351,0.003714098,8.03241733931174e-05,0,0,0.003519605,0.000489534,0.013990369,0.009705034,0,0.005757298,0.001159421,0,0.00049461,5.58725047619048e-05,0.001082607,0.007442815,0.276361096,0.056505921,0.137032886,0.004510346,6.74253047619048e-05,0.000356111,0,0.06988026,0.253147017,0.067427033,0.000168567,7.22517999277482e-05,30.52097893,21.76419449,37.7371788
South_Outer_Atoll_10m_20200511,South_Outer_Atoll,10m,South_Outer_Atoll_10m_20200511,Dongsha,20.586233,116.795367,0,0.141307704,0.000176806,0,0.000496706,0.004137049,0,0,0,0,0,0.000211266,0.000611612,0.030928334,0.003472791,0,0.008223118,0.002792992,0,1.06628095131467e-05,0.005593402,0.049997553,0.000688844,0.382232617,0.002061794,0.015939741,0.052859282,1.32676571428571e-05,0.000278499,7.34708737965323e-05,0.093577111,0.178860216,0.023921941,0.000383936,0.001149289,30.47310257,21.80844688,37.85315323
Southwest_Outer_Atoll_10m_20200512,Southwest_Outer_Atoll,10m,Southwest_Outer_Atoll_10m_20200512,Kenting,20.594948,116.76495,0,0.171411042,0.000289785,0,0.000100208,0.002241184,0,0.000345164,0,0,0,0.000224069,0.000897007,0.013431445,0.000230512,0,0,0.000575077,5.46548682229358e-05,0,0.005192183,0.069003087,0.001281593,0.27544988,0.002832296,0.00651952,0.183523887,0,0,0.000144458,0.075532065,0.157306232,0.031659351,0.000110939,0.001644363,30.47310257,21.80844688,37.85315323
Tiaoshi_5m_20220408,Tiaoshi,5m,Tiaoshi_5m_20220408,Penghu,21.953376,120.769226,0,0.0847962,0,0,0.14142029,0.000755941,0.005779782,4.14619447901395e-05,0.000230826,0,0,7.04393715175681e-05,0,0.004462183,0.000512924,0,0.005614045,0,4.91448430972442e-05,0.000642275,0.038671712,0.021309636,0.000200096,0.112917996,0.038969893,0.023746752,0.121797129,0.000273412,0,0,0.002425235,0.36728955,0.027149749,0.000873328,0,30.45998764,23.24942207,38.59011841
Tiezhenyu_North_5m_20200828,Tiezhenyu_North,5m,Tiezhenyu_North_5m_20200828,Penghu,23.70989,119.56705,0,0.085157728,0.00035577,0,0.00012841,0.001021843,0,0.000336096,0,0,0,0.00037326,0,0.026386706,0.002374994,0,0.000713179,0,0,0,0.003831623,0.01559175,0.000292444,0.077687294,0.0082598,0.022850675,0.025807572,0.000916493,0.001028232,0,0.001879454,0.538465064,0.185402123,0.000554335,0.000585155,28.9536953,18.21903229,36.45840454
Tiezhenyu_North_5m_20210510,Tiezhenyu_North,5m,Tiezhenyu_North_5m_20210510,Penghu,23.70989,119.56705,0,0.160091476,0,0,0,0,0.000552641,1.23937143105017e-05,0.000157481,0,0,0,0,0.016027066,0,0,0.008889591,0,0,0,0.016713841,0.031239436,0,0.143735981,0.047673097,0.015339901,0.11142688,0.000926911,3.40815810205441e-05,0,0.002024028,0.397141628,0.042528367,0.003630421,0.001854779,28.9536953,18.21903229,36.45840454
Tiezhenyu_South_5m_20210509,Tiezhenyu_South,5m,Tiezhenyu_South_5m_20210509,Penghu,23.27507,119.50363,0,0.060303409,0,0,0,0.000271833,0.000104289,0.000149553,0,0,0,0,0,0.046200425,7.66089298253504e-05,0,0.02155475,0,4.1056567306781e-05,0.000694896,0.030805593,0.032478544,0,0.041894172,0.486876804,0.018803508,0.013077947,5.30691858840612e-05,0.000547496,0,0.001119495,0.21486814,0.022469176,0.002057297,0.005551935,29.39041519,19.47366142,38.04005051
Tongpanyu_10m_20200825,Tongpanyu,10m,Tongpanyu_10m_20200825,Penghu,23.512195,119.522685,0,0.095208375,0,0,0,0.006427674,0.000321304,0.000391395,7.91230472394791e-05,0,0,0.0028835,0,0.012842761,0,0,0.00012096,8.4775429212382e-05,0,0,0,0.003615434,0.004115234,0.087506582,0.008209478,0.018409082,0.000677471,0.001356634,0.004340024,0.001273116,0.000644125,0.504240823,0.171699361,0.03007037,0.045482399,28.87810326,18.69984818,36.87475204
Tongpanyu_5m_20210507,Tongpanyu,5m,Tongpanyu_5m_20210507,Penghu,23.512195,119.522685,0,0.098522001,0,0,0,0,0.000678159,2.09450840925281e-05,0.000198512,0,0,0,0,0.019144659,0,0,0.018504379,0,0,0.001499854,0.00228211,0.080266273,0,0.060637295,0.12525597,0.025788782,0.017842489,0.003938952,0.000934653,0,0.000954563,0.387917795,0.044772884,0.029267018,0.081572707,28.87810326,18.69984818,36.87475204
Toujinyu_5m_20210509,Toujinyu,5m,Toujinyu_5m_20210509,North,23.28883,119.50281,0,0.128684368,0,0,0,4.70928761904762e-05,9.04095238999334e-06,0,0,0,0,3.09480380952381e-05,0,0.153832833,1.20853904761905e-05,0,0.024321701,0,0.000135654,9.8603162003365e-05,0.002896481,0.007240056,8.3016000083016e-06,0.077546149,0.038077179,0.011247779,0.075542006,5.62430348774563e-05,0.000263671,0,0.002697409,0.349726714,0.03681398,0.012529191,0.078182514,29.17439461,19.32614517,38.17715454
Waimushan_5m_20210811,Waimushan,5m,Waimushan_5m_20210811,Penghu,25.162442,121.731966,0,0.397350905,0,0,0,0,0.033517948,0.001433852,0.001702152,0,0,0,0,0.001717351,0.000202768,0,0.007360437,0,4.71894031641322e-05,0,0.001004526,0.00928065,0,0.153659554,0.024079958,0.012361166,0.001642599,0,0.000124046,0,0.001521353,0.324657799,0.017955592,0.002044914,0.008335241,29.77444839,18.56258011,29.44047356
Wangan_5m_20210430,Wangan,5m,Wangan_5m_20210430,Kenting,23.38378,119.5124,0,0.216241234,0,0,0,9.16275802614959e-05,0.002532386,0,1.57052576497827e-05,0,0,0.000160025,0,0.048547783,2.97364354633209e-05,0,0.028496741,0,0,0.000175698,0.000477758,0.040768268,0,0.048898314,0.023367329,0.008944247,0.005842494,0.000365773,7.71903401167951e-06,0,0.001735917,0.539324863,0.024468314,0.00297146,0.006536607,28.84854126,19.0343895,37.93592453
Wanlitung_5m_20220406,Wanlitung,5m,Wanlitung_5m_20220406,Dongsha,21.99535,120.700647,0,0.093077311,0,0,0.011061578,0.000313456,0.001678699,6.9996780991258e-05,8.27013978559394e-05,0,0,0.006839245,0,0.013404837,0.000420485,0,0.010515645,0,0.00012339,9.03484644845975e-05,0.001223556,0.024967285,0,0.031654893,0.010696361,0.00865577,0.002605712,0,1.11085347957149e-05,0,0.001811888,0.753597237,0.02610494,0.000661195,0.000332364,30.58568954,23.21359634,39.06655502
West_Inner_Atoll_5m_20200509,West_Inner_Atoll,5m,West_Inner_Atoll_5m_20200509,Xiaoliuqiu,20.69495,116.751533,0,0.388043975,0.000749259,0,0,0.000100495,0,0.000868327,2.94487494128333e-05,0,0,0.000305471,0.000177875,0.002948365,0.001615774,0,6.92586438341469e-05,0,0,0,0,2.65517905027423e-05,0.000440191,0.032754825,0.005037968,0.010172789,0.00024607,0,1.49424059742944e-05,0,0.18021875,0.339648126,0.036402182,0.000129355,0,30.52496719,21.72826195,37.21979523
Wuguidong_10m_20200610,Wuguidong,10m,Wuguidong_10m_20200610,Xiaoliuqiu,22.331055,120.3541635,0,0.07652405,0.001551514,0,0,0.003535736,0.01148093,0.000435118,0,2.61119809523809e-05,4.30718857573576e-05,0.002528095,4.52870285261415e-05,0.002399142,0.00259955,0,0,0.001070916,0,0.01157305,0,0.014457539,2.82830095803755e-05,0.067413492,0.00261645,0.013510405,0.003885182,0,0,0,0.009719187,0.610037544,0.164455666,0,6.36797047619048e-05,30.60363007,22.28019142,40.42216873
Wuguidong_5m_20210901,Wuguidong,5m,Wuguidong_5m_20210901,East,22.331055,120.3541635,0,0.306655448,0,0,0.001666356,0,0.003095496,0.000769139,0.000601832,0,0,0.003549717,0,0.001773788,0.000684538,0,0.013050744,0,0,0.000337862,0.00523918,0.022406864,0,0.025123982,0.003869835,0.030711984,0.002867092,4.08162001816205e-05,4.19299238095238e-05,0,0.001786324,0.542443628,0.029697054,0.002714768,0.000871623,30.60363007,22.28019142,40.42216873
Wushibi_5m_20210824,Wushibi,5m,Wushibi_5m_20210824,Penghu,24.484094,121.857612,0,0.202056477,0,0,0.00217314,0.006547537,0.000573974,0.000133259,0.000381162,0,0,5.48436009052673e-05,0,0.06449556,0.000186941,0,0.069066052,0,0,0,0.000537808,0.009011793,0.000117059,0.057242755,0.013740245,0.024046619,0.009759137,0.001602142,0.011953902,5.4067428625496e-06,0.004723888,0.476464013,0.03110271,0.007962673,0.006060907,29.59700966,22.24241066,29.76206017
Xiaomenyu_5m_20200826,Xiaomenyu,5m,Xiaomenyu_5m_20200826,Penghu,23.65147,119.529305,0,0.122467291,0,0,0,0.002157416,2.36014291684827e-05,0.000542431,0,0,0,0.00157114,0.00024341,0.020850653,0.000241054,0,0,0,0,0.000205685,0.001436172,0.012888087,0.000976922,0.227309306,0.030468774,0.016772088,0.014236581,0,0,0,0.002297978,0.503121835,0.035141004,0.004684886,0.002363684,28.92212486,18.36055946,36.25774384
